Tab,Row in V3,Review group,Section,Page,Web address,Pick needed,Initial decision,Reason
Main site,514,5 Thin pages nothing links to,Social media posts,We are thrilled to announce that leadership prep ocean hill has been awarded the national blue ribbon award by the u s department of education a prize only awarded to the highest achieving schools i,https://uncommonschools.org/socials/we-are-thrilled-to-announce-that-leadership-prep-ocean-hill-has-been-awarded-the-national-blue-ribbon-award-by-the-u-s-department-of-education-a-prize-only-awarded-to-the-highest-achieving-schools-i/,in a set,Kill,Social post captured as a page; 17 views in 12 months.
Main site,515,5 Thin pages nothing links to,Social media posts,North star academy washington park high school students visited the trading floor at citi to get a first hand look at what its like to work in finance %e2%a0%80%e2%a0%80thanks for having us,https://uncommonschools.org/socials/north-star-academy-washington-park-high-school-students-visited-the-trading-floor-at-citi-to-get-a-first-hand-look-at-what-its-like-to-work-in-finance-%e2%a0%80%e2%a0%80thanks-for-having-us/,in a set,Kill,Social post captured as a page; 16 views in 12 months.
Main site,516,5 Thin pages nothing links to,Social media posts,These uncommon collegiate charter high school students are all smiles because theyre uccs first ever posse scholars%e2%a0%80%e2%a0%80as posse scholars deanna and kieara will both,https://uncommonschools.org/socials/these-uncommon-collegiate-charter-high-school-students-are-all-smiles-because-theyre-uccs-first-ever-posse-scholars%e2%a0%80%e2%a0%80as-posse-scholars-deanna-and-kieara-will-both/,in a set,Kill,Social post captured as a page; 16 views in 12 months.
Main site,517,5 Thin pages nothing links to,Social media posts,Good morning from uncommon charter high school where were diving into a great habits great readers session with nyc department of education teachers and leaders,https://uncommonschools.org/socials/good-morning-from-uncommon-charter-high-school-where-were-diving-into-a-great-habits-great-readers-session-with-nyc-department-of-education-teachers-and-leaders/,in a set,Kill,Social post captured as a page; 14 views in 12 months.
Main site,518,5 Thin pages nothing links to,Social media posts,Leadership prep ocean hill school leaders traveled to washington d c to receive the schools national blue ribbon award a prize awarded to only the highest achieving schools in the nation%e2%a0%80,https://uncommonschools.org/socials/leadership-prep-ocean-hill-school-leaders-traveled-to-washington-d-c-to-receive-the-schools-national-blue-ribbon-award-a-prize-awarded-to-only-the-highest-achieving-schools-in-the-nation%e2%a0%80/,in a set,Kill,Social post captured as a page; 14 views in 12 months.
Main site,519,5 Thin pages nothing links to,Social media posts,Thank you to the national association of charter school authorizers for inviting us to present on our district charter partnership with the new york city department of education%e2%a0%80%e2%a0%80we,https://uncommonschools.org/socials/thank-you-to-the-national-association-of-charter-school-authorizers-for-inviting-us-to-present-on-our-district-charter-partnership-with-the-new-york-city-department-of-education%e2%a0%80%e2%a0%80we/,in a set,Kill,Social post captured as a page; 14 views in 12 months.
Main site,520,5 Thin pages nothing links to,Social media posts,This month and every month we celebrate the countless black historical figures who worked tirelessly for equality and social justice %e2%a0%80%e2%a0%80and were inspired by those,https://uncommonschools.org/socials/this-month-and-every-month-we-celebrate-the-countless-black-historical-figures-who-worked-tirelessly-for-equality-and-social-justice-%e2%a0%80%e2%a0%80and-were-inspired-by-those/,in a set,Kill,Social post captured as a page; 14 views in 12 months.
Main site,521,5 Thin pages nothing links to,Social media posts,Roxbury prep high school students wowed their teachers and peers with their ap capstone presentations,https://uncommonschools.org/socials/roxbury-prep-high-school-students-wowed-their-teachers-and-peers-with-their-ap-capstone-presentations/,in a set,Kill,Social post captured as a page; 13 views in 12 months.
Main site,522,5 Thin pages nothing links to,Social media posts,Theyre not throwing away their shot %f0%9f%92%83 north star academy vailsburg middle school students tore up the stage with a night of music by lin manuel miranda including this song from hamilto,https://uncommonschools.org/socials/theyre-not-throwing-away-their-shot-%f0%9f%92%83-north-star-academy-vailsburg-middle-school-students-tore-up-the-stage-with-a-night-of-music-by-lin-manuel-miranda-including-this-song-from-hamilto/,in a set,Kill,Social post captured as a page; 13 views in 12 months.
Main site,523,5 Thin pages nothing links to,Social media posts,Good morning from new haven if youre at the yale som education leadership conference come say hi today were at table 11,https://uncommonschools.org/socials/good-morning-from-new-haven-if-youre-at-the-yale-som-education-leadership-conference-come-say-hi-today-were-at-table-11/,in a set,Kill,Social post captured as a page; 12 views in 12 months.
Main site,524,5 Thin pages nothing links to,Social media posts,North star academy high school students had a chance to meet former vice president joe biden and ask him questions about his life in public service and his new book at audible_com yesterday %e2%a0%80,https://uncommonschools.org/socials/north-star-academy-high-school-students-had-a-chance-to-meet-former-vice-president-joe-biden-and-ask-him-questions-about-his-life-in-public-service-and-his-new-book-at-audible_com-yesterday-%e2%a0%80/,in a set,Kill,Social post captured as a page; 12 views in 12 months.
Main site,525,5 Thin pages nothing links to,Social media posts,The leadership prep canarsie cheer squad has s p i r i t s p i r i t spirit%e2%a0%80%e2%a0%80here they are prepping to cheer along during the schools march madness basketball tournament,https://uncommonschools.org/socials/the-leadership-prep-canarsie-cheer-squad-has-s-p-i-r-i-t-s-p-i-r-i-t-spirit%e2%a0%80%e2%a0%80here-they-are-prepping-to-cheer-along-during-the-schools-march-madness-basketball-tournament/,in a set,Kill,Social post captured as a page; 12 views in 12 months.
Main site,526,5 Thin pages nothing links to,Social media posts,Brownsville collegiate students learned more about kente cloth the most widely known type of african cloth at the schools diaspora day,https://uncommonschools.org/socials/brownsville-collegiate-students-learned-more-about-kente-cloth-the-most-widely-known-type-of-african-cloth-at-the-schools-diaspora-day/,in a set,Kill,Social post captured as a page; 11 views in 12 months.
Main site,527,5 Thin pages nothing links to,Social media posts,You are never too old to set another goal or to dream a new dream %e2%a0%80 c s lewis%e2%a0%80%e2%a0%80happy new year what are your dreams and goals for 2018%e2%a0%80,https://uncommonschools.org/socials/you-are-never-too-old-to-set-another-goal-or-to-dream-a-new-dream-%e2%a0%80-c-s-lewis%e2%a0%80%e2%a0%80happy-new-year-what-are-your-dreams-and-goals-for-2018%e2%a0%80/,in a set,Kill,Social post captured as a page; 11 views in 12 months.
Main site,528,5 Thin pages nothing links to,Social media posts,Every movement needs a leader uncommon schools is hiring principal fellows and operations fellows to lead great schools and help us learn more and apply today bit ly 2r3ozco link in profile,https://uncommonschools.org/socials/every-movement-needs-a-leader-uncommon-schools-is-hiring-principal-fellows-and-operations-fellows-to-lead-great-schools-and-help-us-learn-more-and-apply-today-bit-ly-2r3ozco-link-in-profile/,in a set,Kill,Social post captured as a page; 10 views in 12 months.
Main site,529,5 Thin pages nothing links to,Social media posts,Got talent these roxbury prep lucy stone campus students do,https://uncommonschools.org/socials/got-talent-these-roxbury-prep-lucy-stone-campus-students-do/,in a set,Kill,Social post captured as a page; 10 views in 12 months.
Main site,530,5 Thin pages nothing links to,Social media posts,Hands in the air if youre ready to this week %f0%9f%99%8c,https://uncommonschools.org/socials/hands-in-the-air-if-youre-ready-to-this-week-%f0%9f%99%8c/,in a set,Kill,Social post captured as a page; 10 views in 12 months.
Main site,531,5 Thin pages nothing links to,Social media posts,On this we look back on a visit to north star academy by then presidential candidate george w bush in 2000 %e2%a0%80%e2%a0%80north stars wait list of eager families had grown to 550 students the,https://uncommonschools.org/socials/on-this-we-look-back-on-a-visit-to-north-star-academy-by-then-presidential-candidate-george-w-bush-in-2000-%e2%a0%80%e2%a0%80north-stars-wait-list-of-eager-families-had-grown-to-550-students-the/,in a set,Kill,Social post captured as a page; 10 views in 12 months.
Main site,532,5 Thin pages nothing links to,Social media posts,Today you are you that is truer than true there is no one alive that is you er than you dr seuss%e2%a0%80%e2%a0%80happy storybook character day from excellence girls,https://uncommonschools.org/socials/today-you-are-you-that-is-truer-than-true-there-is-no-one-alive-that-is-you-er-than-you-dr-seuss%e2%a0%80%e2%a0%80happy-storybook-character-day-from-excellence-girls/,in a set,Kill,Social post captured as a page; 10 views in 12 months.
Main site,533,5 Thin pages nothing links to,Social media posts,I feel like im a step ahead of other students going into college %e2%a0%80%e2%a0%80rochester prep high school students recently completed capstone projects partnering wit,https://uncommonschools.org/socials/i-feel-like-im-a-step-ahead-of-other-students-going-into-college-%e2%a0%80%e2%a0%80rochester-prep-high-school-students-recently-completed-capstone-projects-partnering-wit/,in a set,Kill,Social post captured as a page; 9 views in 12 months.
Main site,534,5 Thin pages nothing links to,Social media posts,Leadership brownsville students celebrated receiving a 75 or above on their first math ia with an in the green day,https://uncommonschools.org/socials/leadership-brownsville-students-celebrated-receiving-a-75-or-above-on-their-first-math-ia-with-an-in-the-green-day/,in a set,Kill,Social post captured as a page; 9 views in 12 months.
Main site,535,5 Thin pages nothing links to,Social media posts,North star academy fairmount elementary school students flew their way through pivotal moments in black history for,https://uncommonschools.org/socials/north-star-academy-fairmount-elementary-school-students-flew-their-way-through-pivotal-moments-in-black-history-for/,in a set,Kill,Social post captured as a page; 9 views in 12 months.
Main site,536,5 Thin pages nothing links to,Social media posts,Our crowdfunding campaign to send uncommon high school students to the summer programs of their dreams is open through april 13%e2%a0%80%e2%a0%80support an today at wishbone org uncommon summer,https://uncommonschools.org/socials/our-crowdfunding-campaign-to-send-uncommon-high-school-students-to-the-summer-programs-of-their-dreams-is-open-through-april-13%e2%a0%80%e2%a0%80support-an-today-at-wishbone-org-uncommon-summer/,in a set,Kill,Social post captured as a page; 9 views in 12 months.
Main site,537,5 Thin pages nothing links to,Social media posts,We hope you have a truly super sunday like these roxbury prep high school students %f0%9f%8f%88,https://uncommonschools.org/socials/we-hope-you-have-a-truly-super-sunday-like-these-roxbury-prep-high-school-students-%f0%9f%8f%88/,in a set,Kill,Social post captured as a page; 9 views in 12 months.
